instant,dteday,season,yr,mnth,holiday,weekday,workday,weathersit,tempC,tempF,atemp,hum,windspd,casual,reg,cnt,runsum
185,2011-07-04,Summer,0,7,1,1,0,2,0.726667,93.4760282,0.665417,0.637917,0.0814792,3065,2978,6043,545825
186,2011-07-05,Summer,0,7,0,2,1,1,0.746667,95.1680282,0.696338,0.590417,0.126258,1031,3634,4665,550490
187,2011-07-06,Summer,0,7,0,3,1,1,0.72,92.912,0.685633,0.743333,0.149883,784,3845,4629,555119
188,2011-07-07,Summer,0,7,0,4,1,1,0.75,95.45,0.686871,0.65125,0.1592,754,3838,4592,559711
189,2011-07-08,Summer,0,7,0,5,1,2,0.709167,91.9955282,0.670483,0.757917,0.225129,692,3348,4040,563751
190,2011-07-09,Summer,0,7,0,6,0,1,0.733333,94.0399718,0.664158,0.609167,0.167912,1988,3348,5336,569087
191,2011-07-10,Summer,0,7,0,0,0,1,0.7475,95.2385,0.690025,0.578333,0.183471,1743,3138,4881,573968
192,2011-07-11,Summer,0,7,0,1,1,1,0.7625,96.5075,0.729804,0.635833,0.282337,723,3363,4086,578054
193,2011-07-12,Summer,0,7,0,2,1,1,0.794167,99.1865282,0.739275,0.559167,0.200254,662,3596,4258,582312
194,2011-07-13,Summer,0,7,0,3,1,1,0.746667,95.1680282,0.689404,0.631667,0.146133,748,3594,4342,586654
195,2011-07-14,Summer,0,7,0,4,1,1,0.680833,89.5984718,0.635104,0.47625,0.240667,888,4196,5084,591738
196,2011-07-15,Summer,0,7,0,5,1,1,0.663333,88.1179718,0.624371,0.59125,0.182833,1318,4220,5538,597276
197,2011-07-16,Summer,0,7,0,6,0,1,0.686667,90.0920282,0.638263,0.585,0.208342,2418,3505,5923,603199
198,2011-07-17,Summer,0,7,0,0,0,1,0.719167,92.8415282,0.669833,0.604167,0.245033,2006,3296,5302,608501
199,2011-07-18,Summer,0,7,0,1,1,1,0.746667,95.1680282,0.703925,0.65125,0.215804,841,3617,4458,612959
200,2011-07-19,Summer,0,7,0,2,1,1,0.776667,97.7060282,0.747479,0.650417,0.1306,752,3789,4541,617500
201,2011-07-20,Summer,0,7,0,3,1,1,0.768333,97.0009718,0.74685,0.707083,0.113817,644,3688,4332,621832
202,2011-07-21,Summer,0,7,0,4,1,2,0.815,100.949,0.826371,0.69125,0.222021,632,3152,3784,625616
203,2011-07-22,Summer,0,7,0,5,1,1,0.848333,103.7689718,0.840896,0.580417,0.1331,562,2825,3387,629003
204,2011-07-23,Summer,0,7,0,6,0,1,0.849167,103.8395282,0.804287,0.5,0.131221,987,2298,3285,632288
205,2011-07-24,Summer,0,7,0,0,0,1,0.83,102.218,0.794829,0.550833,0.169171,1050,2556,3606,635894
206,2011-07-25,Summer,0,7,0,1,1,1,0.743333,94.8859718,0.720958,0.757083,0.0908083,568,3272,3840,639734
207,2011-07-26,Summer,0,7,0,2,1,1,0.771667,97.2830282,0.696979,0.540833,0.200258,750,3840,4590,644324
208,2011-07-27,Summer,0,7,0,3,1,1,0.775,97.565,0.690667,0.402917,0.183463,755,3901,4656,648980
209,2011-07-28,Summer,0,7,0,4,1,1,0.779167,97.9175282,0.7399,0.583333,0.178479,606,3784,4390,653370
210,2011-07-29,Summer,0,7,0,5,1,1,0.838333,102.9229718,0.785967,0.5425,0.174138,670,3176,3846,657216
211,2011-07-30,Summer,0,7,0,6,0,1,0.804167,100.0325282,0.728537,0.465833,0.168537,1559,2916,4475,661691
212,2011-07-31,Summer,0,7,0,0,0,1,0.805833,100.1734718,0.729796,0.480833,0.164813,1524,2778,4302,665993
213,2011-08-01,Summer,0,8,0,1,1,1,0.771667,97.2830282,0.703292,0.550833,0.156717,729,3537,4266,670259
214,2011-08-02,Summer,0,8,0,2,1,1,0.783333,98.2699718,0.707071,0.49125,0.20585,801,4044,4845,675104
215,2011-08-03,Summer,0,8,0,3,1,2,0.731667,93.8990282,0.679937,0.6575,0.135583,467,3107,3574,678678
216,2011-08-04,Summer,0,8,0,4,1,2,0.71,92.066,0.664788,0.7575,0.19715,799,3777,4576,683254
217,2011-08-05,Summer,0,8,0,5,1,1,0.710833,92.1364718,0.656567,0.630833,0.184696,1023,3843,4866,688120
218,2011-08-06,Summer,0,8,0,6,0,2,0.716667,92.6300282,0.676154,0.755,0.22825,1521,2773,4294,692414
219,2011-08-07,Summer,0,8,0,0,0,1,0.7425,94.8155,0.715292,0.752917,0.201487,1298,2487,3785,696199
220,2011-08-08,Summer,0,8,0,1,1,1,0.765,96.719,0.703283,0.592083,0.192175,846,3480,4326,700525
221,2011-08-09,Summer,0,8,0,2,1,1,0.775,97.565,0.724121,0.570417,0.151121,907,3695,4602,705127
222,2011-08-10,Summer,0,8,0,3,1,1,0.766667,96.8600282,0.684983,0.424167,0.200258,884,3896,4780,709907
223,2011-08-11,Summer,0,8,0,4,1,1,0.7175,92.7005,0.651521,0.42375,0.164796,812,3980,4792,714699
224,2011-08-12,Summer,0,8,0,5,1,1,0.708333,91.9249718,0.654042,0.415,0.125621,1051,3854,4905,719604
225,2011-08-13,Summer,0,8,0,6,0,2,0.685833,90.0214718,0.645858,0.729583,0.211454,1504,2646,4150,723754
226,2011-08-14,Summer,0,8,0,0,0,2,0.676667,89.2460282,0.624388,0.8175,0.222633,1338,2482,3820,727574
227,2011-08-15,Summer,0,8,0,1,1,1,0.665833,88.3294718,0.616167,0.712083,0.208954,775,3563,4338,731912
228,2011-08-16,Summer,0,8,0,2,1,1,0.700833,91.2904718,0.645837,0.578333,0.236329,721,4004,4725,736637
229,2011-08-17,Summer,0,8,0,3,1,1,0.723333,93.1939718,0.666671,0.575417,0.143667,668,4026,4694,741331
230,2011-08-18,Summer,0,8,0,4,1,1,0.711667,92.2070282,0.662258,0.654583,0.233208,639,3166,3805,745136
231,2011-08-19,Summer,0,8,0,5,1,2,0.685,89.951,0.633221,0.722917,0.139308,797,3356,4153,749289
232,2011-08-20,Summer,0,8,0,6,0,1,0.6975,91.0085,0.648996,0.674167,0.104467,1914,3277,5191,754480
233,2011-08-21,Summer,0,8,0,0,0,1,0.710833,92.1364718,0.675525,0.77,0.248754,1249,2624,3873,758353
234,2011-08-22,Summer,0,8,0,1,1,1,0.691667,90.5150282,0.638254,0.47,0.27675,833,3925,4758,763111
235,2011-08-23,Summer,0,8,0,2,1,1,0.640833,86.2144718,0.606067,0.455417,0.146763,1281,4614,5895,769006
236,2011-08-24,Summer,0,8,0,3,1,1,0.673333,88.9639718,0.630692,0.605,0.253108,949,4181,5130,774136
237,2011-08-25,Summer,0,8,0,4,1,2,0.684167,89.8805282,0.645854,0.771667,0.210833,435,3107,3542,777678
238,2011-08-26,Summer,0,8,0,5,1,1,0.7,91.22,0.659733,0.76125,0.0839625,768,3893,4661,782339
239,2011-08-27,Summer,0,8,0,6,0,2,0.68,89.528,0.635556,0.85,0.375617,226,889,1115,783454
240,2011-08-28,Summer,0,8,0,0,0,1,0.707059,91.8171914,0.647959,0.561765,0.304659,1415,2919,4334,787788
241,2011-08-29,Summer,0,8,0,1,1,1,0.636667,85.8620282,0.607958,0.554583,0.159825,729,3905,4634,792422
242,2011-08-30,Summer,0,8,0,2,1,1,0.639167,86.0735282,0.594704,0.548333,0.125008,775,4429,5204,797626
243,2011-08-31,Summer,0,8,0,3,1,1,0.656667,87.5540282,0.611121,0.597917,0.0833333,688,4370,5058,802684
244,2011-09-01,Summer,0,9,0,4,1,1,0.655,87.413,0.614921,0.639167,0.141796,783,4332,5115,807799
245,2011-09-02,Summer,0,9,0,5,1,2,0.643333,86.4259718,0.604808,0.727083,0.139929,875,3852,4727,812526
246,2011-09-03,Summer,0,9,0,6,0,1,0.669167,88.6115282,0.633213,0.716667,0.185325,1935,2549,4484,817010
247,2011-09-04,Summer,0,9,0,0,0,1,0.709167,91.9955282,0.665429,0.742083,0.206467,2521,2419,4940,821950
248,2011-09-05,Summer,0,9,1,1,0,2,0.673333,88.9639718,0.625646,0.790417,0.212696,1236,2115,3351,825301
249,2011-09-06,Summer,0,9,0,2,1,3,0.54,77.684,0.5152,0.886957,0.343943,204,2506,2710,828011
250,2011-09-07,Summer,0,9,0,3,1,3,0.599167,82.6895282,0.544229,0.917083,0.0970208,118,1878,1996,830007
251,2011-09-08,Summer,0,9,0,4,1,3,0.633913,85.6290398,0.555361,0.939565,0.192748,153,1689,1842,831849
252,2011-09-09,Summer,0,9,0,5,1,2,0.65,86.99,0.578946,0.897917,0.124379,417,3127,3544,835393
253,2011-09-10,Summer,0,9,0,6,0,1,0.66,87.836,0.607962,0.75375,0.153608,1750,3595,5345,840738
254,2011-09-11,Summer,0,9,0,0,0,1,0.653333,87.2719718,0.609229,0.71375,0.115054,1633,3413,5046,845784
255,2011-09-12,Summer,0,9,0,1,1,1,0.644348,86.5118408,0.60213,0.692174,0.088913,690,4023,4713,850497
256,2011-09-13,Summer,0,9,0,2,1,1,0.650833,87.0604718,0.603554,0.7125,0.141804,701,4062,4763,855260
257,2011-09-14,Summer,0,9,0,3,1,1,0.673333,88.9639718,0.6269,0.697083,0.1673,647,4138,4785,860045
258,2011-09-15,Summer,0,9,0,4,1,2,0.5775,80.8565,0.553671,0.709167,0.271146,428,3231,3659,863704
259,2011-09-16,Summer,0,9,0,5,1,2,0.469167,71.6915282,0.461475,0.590417,0.164183,742,4018,4760,868464
260,2011-09-17,Summer,0,9,0,6,0,2,0.491667,73.5950282,0.478512,0.718333,0.189675,1434,3077,4511,872975
261,2011-09-18,Summer,0,9,0,0,0,1,0.5075,74.9345,0.490537,0.695,0.178483,1353,2921,4274,877249
262,2011-09-19,Summer,0,9,0,1,1,2,0.549167,78.4595282,0.529675,0.69,0.151742,691,3848,4539,881788
263,2011-09-20,Summer,0,9,0,2,1,2,0.561667,79.5170282,0.532217,0.88125,0.134954,438,3203,3641,885429
264,2011-09-21,Summer,0,9,0,3,1,2,0.595,82.337,0.550533,0.9,0.0964042,539,3813,4352,889781
265,2011-09-22,Summer,0,9,0,4,1,2,0.628333,85.1569718,0.554963,0.902083,0.128125,555,4240,4795,894576
266,2011-09-23,Fall,0,9,0,5,1,2,0.609167,83.5355282,0.522125,0.9725,0.0783667,258,2137,2395,896971
267,2011-09-24,Fall,0,9,0,6,0,2,0.606667,83.3240282,0.564412,0.8625,0.0783833,1776,3647,5423,902394
268,2011-09-25,Fall,0,9,0,0,0,2,0.634167,85.6505282,0.572637,0.845,0.0503792,1544,3466,5010,907404
269,2011-09-26,Fall,0,9,0,1,1,2,0.649167,86.9195282,0.589042,0.848333,0.1107,684,3946,4630,912034
270,2011-09-27,Fall,0,9,0,2,1,2,0.636667,85.8620282,0.574525,0.885417,0.118171,477,3643,4120,916154
271,2011-09-28,Fall,0,9,0,3,1,2,0.635,85.721,0.575158,0.84875,0.148629,480,3427,3907,920061
272,2011-09-29,Fall,0,9,0,4,1,1,0.616667,84.1700282,0.574512,0.699167,0.172883,653,4186,4839,924900
273,2011-09-30,Fall,0,9,0,5,1,1,0.564167,79.7285282,0.544829,0.6475,0.206475,830,4372,5202,930102
274,2011-10-01,Fall,0,10,0,6,0,2,0.41,66.686,0.412863,0.75375,0.292296,480,1949,2429,932531
275,2011-10-02,Fall,0,10,0,0,0,2,0.356667,62.1740282,0.345317,0.791667,0.222013,616,2302,2918,935449
276,2011-10-03,Fall,0,10,0,1,1,2,0.384167,64.5005282,0.392046,0.760833,0.0833458,330,3240,3570,939019
277,2011-10-04,Fall,0,10,0,2,1,1,0.484167,72.9605282,0.472858,0.71,0.205854,486,3970,4456,943475
278,2011-10-05,Fall,0,10,0,3,1,1,0.538333,77.5429718,0.527138,0.647917,0.17725,559,4267,4826,948301
279,2011-10-06,Fall,0,10,0,4,1,1,0.494167,73.8065282,0.480425,0.620833,0.134954,639,4126,4765,953066
280,2011-10-07,Fall,0,10,0,5,1,1,0.510833,75.2164718,0.504404,0.684167,0.0223917,949,4036,4985,958051
281,2011-10-08,Fall,0,10,0,6,0,1,0.521667,76.1330282,0.513242,0.70125,0.0454042,2235,3174,5409,963460
282,2011-10-09,Fall,0,10,0,0,0,1,0.540833,77.7544718,0.523983,0.7275,0.06345,2397,3114,5511,968971
283,2011-10-10,Fall,0,10,1,1,0,1,0.570833,80.2924718,0.542925,0.73375,0.0423042,1514,3603,5117,974088
284,2011-10-11,Fall,0,10,0,2,1,2,0.566667,79.9400282,0.546096,0.80875,0.143042,667,3896,4563,978651
285,2011-10-12,Fall,0,10,0,3,1,3,0.543333,77.9659718,0.517717,0.90625,0.24815,217,2199,2416,981067
286,2011-10-13,Fall,0,10,0,4,1,2,0.589167,81.8435282,0.551804,0.896667,0.141787,290,2623,2913,983980
287,2011-10-14,Fall,0,10,0,5,1,2,0.550833,78.6004718,0.529675,0.71625,0.223883,529,3115,3644,987624
288,2011-10-15,Fall,0,10,0,6,0,1,0.506667,74.8640282,0.498725,0.483333,0.258083,1899,3318,5217,992841
289,2011-10-16,Fall,0,10,0,0,0,1,0.511667,75.2870282,0.503154,0.486667,0.281717,1748,3293,5041,997882
290,2011-10-17,Fall,0,10,0,1,1,1,0.534167,77.1905282,0.510725,0.579583,0.175379,713,3857,4570,1002452
291,2011-10-18,Fall,0,10,0,2,1,2,0.5325,77.0495,0.522721,0.701667,0.110087,637,4111,4748,1007200
292,2011-10-19,Fall,0,10,0,3,1,3,0.541739,77.8311194,0.513848,0.895217,0.243339,254,2170,2424,1009624
293,2011-10-20,Fall,0,10,0,4,1,1,0.475833,72.2554718,0.466525,0.63625,0.422275,471,3724,4195,1013819
294,2011-10-21,Fall,0,10,0,5,1,1,0.4275,68.1665,0.423596,0.574167,0.221396,676,3628,4304,1018123
295,2011-10-22,Fall,0,10,0,6,0,1,0.4225,67.7435,0.425492,0.629167,0.0926667,1499,2809,4308,1022431
296,2011-10-23,Fall,0,10,0,0,0,1,0.421667,67.6730282,0.422333,0.74125,0.0995125,1619,2762,4381,1026812
297,2011-10-24,Fall,0,10,0,1,1,1,0.463333,71.1979718,0.457067,0.772083,0.118792,699,3488,4187,1030999
298,2011-10-25,Fall,0,10,0,2,1,1,0.471667,71.9030282,0.463375,0.622917,0.166658,695,3992,4687,1035686
299,2011-10-26,Fall,0,10,0,3,1,2,0.484167,72.9605282,0.472846,0.720417,0.148642,404,3490,3894,1039580
300,2011-10-27,Fall,0,10,0,4,1,2,0.47,71.762,0.457046,0.812917,0.197763,240,2419,2659,1042239
301,2011-10-28,Fall,0,10,0,5,1,2,0.330833,59.9884718,0.318812,0.585833,0.229479,456,3291,3747,1045986
302,2011-10-29,Fall,0,10,0,6,0,3,0.254167,53.5025282,0.227913,0.8825,0.351371,57,570,627,1046613
303,2011-10-30,Fall,0,10,0,0,0,1,0.319167,59.0015282,0.321329,0.62375,0.176617,885,2446,3331,1049944
304,2011-10-31,Fall,0,10,0,1,1,1,0.34,60.764,0.356063,0.703333,0.10635,362,3307,3669,1053613
305,2011-11-01,Fall,0,11,0,2,1,1,0.400833,65.9104718,0.397088,0.68375,0.135571,410,3658,4068,1057681
306,2011-11-02,Fall,0,11,0,3,1,1,0.3775,63.9365,0.390133,0.71875,0.0820917,370,3816,4186,1061867
307,2011-11-03,Fall,0,11,0,4,1,1,0.408333,66.5449718,0.405921,0.702083,0.136817,318,3656,3974,1065841
308,2011-11-04,Fall,0,11,0,5,1,2,0.403333,66.1219718,0.403392,0.6225,0.271779,470,3576,4046,1069887
309,2011-11-05,Fall,0,11,0,6,0,1,0.326667,59.6360282,0.323854,0.519167,0.189062,1156,2770,3926,1073813
310,2011-11-06,Fall,0,11,0,0,0,1,0.348333,61.4689718,0.362358,0.734583,0.0920542,952,2697,3649,1077462
311,2011-11-07,Fall,0,11,0,1,1,1,0.395,65.417,0.400871,0.75875,0.057225,373,3662,4035,1081497
312,2011-11-08,Fall,0,11,0,2,1,1,0.408333,66.5449718,0.412246,0.721667,0.0690375,376,3829,4205,1085702
313,2011-11-09,Fall,0,11,0,3,1,1,0.4,65.84,0.409079,0.758333,0.0621958,305,3804,4109,1089811
314,2011-11-10,Fall,0,11,0,4,1,2,0.38,64.148,0.373721,0.813333,0.189067,190,2743,2933,1092744
315,2011-11-11,Fall,0,11,1,5,0,1,0.324167,59.4245282,0.306817,0.44625,0.314675,440,2928,3368,1096112
316,2011-11-12,Fall,0,11,0,6,0,1,0.356667,62.1740282,0.357942,0.552917,0.212062,1275,2792,4067,1100179
317,2011-11-13,Fall,0,11,0,0,0,1,0.440833,69.2944718,0.43055,0.458333,0.281721,1004,2713,3717,1103896
318,2011-11-14,Fall,0,11,0,1,1,1,0.53,76.838,0.524612,0.587083,0.306596,595,3891,4486,1108382
319,2011-11-15,Fall,0,11,0,2,1,2,0.53,76.838,0.507579,0.68875,0.199633,449,3746,4195,1112577
320,2011-11-16,Fall,0,11,0,3,1,3,0.456667,70.6340282,0.451988,0.93,0.136829,145,1672,1817,1114394
321,2011-11-17,Fall,0,11,0,4,1,2,0.341667,60.9050282,0.323221,0.575833,0.305362,139,2914,3053,1117447
322,2011-11-18,Fall,0,11,0,5,1,1,0.274167,55.1945282,0.272721,0.41,0.168533,245,3147,3392,1120839
323,2011-11-19,Fall,0,11,0,6,0,1,0.329167,59.8475282,0.324483,0.502083,0.224496,943,2720,3663,1124502
324,2011-11-20,Fall,0,11,0,0,0,2,0.463333,71.1979718,0.457058,0.684583,0.18595,787,2733,3520,1128022
325,2011-11-21,Fall,0,11,0,1,1,3,0.4475,69.8585,0.445062,0.91,0.138054,220,2545,2765,1130787
326,2011-11-22,Fall,0,11,0,2,1,3,0.416667,67.2500282,0.421696,0.9625,0.118792,69,1538,1607,1132394
327,2011-11-23,Fall,0,11,0,3,1,2,0.440833,69.2944718,0.430537,0.757917,0.335825,112,2454,2566,1134960
328,2011-11-24,Fall,0,11,1,4,0,1,0.373333,63.5839718,0.372471,0.549167,0.167304,560,935,1495,1136455
329,2011-11-25,Fall,0,11,0,5,1,1,0.375,63.725,0.380671,0.64375,0.0988958,1095,1697,2792,1139247
330,2011-11-26,Fall,0,11,0,6,0,1,0.375833,63.7954718,0.385087,0.681667,0.0684208,1249,1819,3068,1142315
331,2011-11-27,Fall,0,11,0,0,0,1,0.459167,70.8455282,0.4558,0.698333,0.208954,810,2261,3071,1145386
332,2011-11-28,Fall,0,11,0,1,1,1,0.503478,74.5942388,0.490122,0.743043,0.142122,253,3614,3867,1149253
333,2011-11-29,Fall,0,11,0,2,1,2,0.458333,70.7749718,0.451375,0.830833,0.258092,96,2818,2914,1152167
334,2011-11-30,Fall,0,11,0,3,1,1,0.325,59.495,0.311221,0.613333,0.271158,188,3425,3613,1155780
335,2011-12-01,Fall,0,12,0,4,1,1,0.3125,58.4375,0.305554,0.524583,0.220158,182,3545,3727,1159507
336,2011-12-02,Fall,0,12,0,5,1,1,0.314167,58.5785282,0.331433,0.625833,0.100754,268,3672,3940,1163447
337,2011-12-03,Fall,0,12,0,6,0,1,0.299167,57.3095282,0.310604,0.612917,0.0957833,706,2908,3614,1167061
338,2011-12-04,Fall,0,12,0,0,0,1,0.330833,59.9884718,0.3491,0.775833,0.0839583,634,2851,3485,1170546
339,2011-12-05,Fall,0,12,0,1,1,2,0.385833,64.6414718,0.393925,0.827083,0.0622083,233,3578,3811,1174357
340,2011-12-06,Fall,0,12,0,2,1,3,0.4625,71.1275,0.4564,0.949583,0.232583,126,2468,2594,1176951
341,2011-12-07,Fall,0,12,0,3,1,3,0.41,66.686,0.400246,0.970417,0.266175,50,655,705,1177656
342,2011-12-08,Fall,0,12,0,4,1,1,0.265833,54.4894718,0.256938,0.58,0.240058,150,3172,3322,1180978
343,2011-12-09,Fall,0,12,0,5,1,1,0.290833,56.6044718,0.317542,0.695833,0.0827167,261,3359,3620,1184598
344,2011-12-10,Fall,0,12,0,6,0,1,0.275,55.265,0.266412,0.5075,0.233221,502,2688,3190,1187788
345,2011-12-11,Fall,0,12,0,0,0,1,0.220833,50.6824718,0.253154,0.49,0.0665417,377,2366,2743,1190531
346,2011-12-12,Fall,0,12,0,1,1,1,0.238333,52.1629718,0.270196,0.670833,0.06345,143,3167,3310,1193841
347,2011-12-13,Fall,0,12,0,2,1,1,0.2825,55.8995,0.301138,0.59,0.14055,155,3368,3523,1197364
348,2011-12-14,Fall,0,12,0,3,1,2,0.3175,58.8605,0.338362,0.66375,0.0609583,178,3562,3740,1201104
349,2011-12-15,Fall,0,12,0,4,1,2,0.4225,67.7435,0.412237,0.634167,0.268042,181,3528,3709,1204813
350,2011-12-16,Fall,0,12,0,5,1,2,0.375,63.725,0.359825,0.500417,0.260575,178,3399,3577,1208390
351,2011-12-17,Fall,0,12,0,6,0,2,0.258333,53.8549718,0.249371,0.560833,0.243167,275,2464,2739,1211129
352,2011-12-18,Fall,0,12,0,0,0,1,0.238333,52.1629718,0.245579,0.58625,0.169779,220,2211,2431,1213560
353,2011-12-19,Fall,0,12,0,1,1,1,0.276667,55.4060282,0.280933,0.6375,0.172896,260,3143,3403,1216963
354,2011-12-20,Fall,0,12,0,2,1,2,0.385833,64.6414718,0.396454,0.595417,0.0615708,216,3534,3750,1220713
355,2011-12-21,Winter,0,12,0,3,1,2,0.428333,68.2369718,0.428017,0.858333,0.2214,107,2553,2660,1223373
356,2011-12-22,Winter,0,12,0,4,1,2,0.423333,67.8139718,0.426121,0.7575,0.047275,227,2841,3068,1226441
357,2011-12-23,Winter,0,12,0,5,1,1,0.373333,63.5839718,0.377513,0.68625,0.274246,163,2046,2209,1228650
358,2011-12-24,Winter,0,12,0,6,0,1,0.3025,57.5915,0.299242,0.5425,0.190304,155,856,1011,1229661
359,2011-12-25,Winter,0,12,0,0,0,1,0.274783,55.2466418,0.279961,0.681304,0.155091,303,451,754,1230415
360,2011-12-26,Winter,0,12,1,1,0,1,0.321739,59.2191194,0.315535,0.506957,0.239465,430,887,1317,1231732
361,2011-12-27,Winter,0,12,0,2,1,2,0.325,59.495,0.327633,0.7625,0.18845,103,1059,1162,1232894
362,2011-12-28,Winter,0,12,0,3,1,1,0.29913,57.306398,0.279974,0.503913,0.293961,255,2047,2302,1235196
363,2011-12-29,Winter,0,12,0,4,1,1,0.248333,53.0089718,0.263892,0.574167,0.119412,254,2169,2423,1237619
364,2011-12-30,Winter,0,12,0,5,1,1,0.311667,58.3670282,0.318812,0.636667,0.134337,491,2508,2999,1240618
365,2011-12-31,Winter,0,12,0,6,0,1,0.41,66.686,0.414121,0.615833,0.220154,665,1820,2485,1243103
366,2012-01-01,Winter,1,1,0,0,0,1,0.37,63.302,0.375621,0.6925,0.192167,686,1608,2294,2294
